"vehicle_type","state_abb","year_of_manufacture","no_vehicles"
"Heavy buses","Qld","1999",72
"Heavy buses","Qld","2000",117
"Heavy buses","Qld","2001",71
"Heavy buses","Qld","2002",93
"Heavy buses","Qld","2003",83
"Heavy buses","Qld","2004",174
"Heavy buses","Qld","2005",314
"Heavy buses","Qld","2006",324
"Heavy buses","Qld","2007",463
"Heavy buses","Qld","2008",641
"Heavy buses","Qld","2009",579
"Heavy buses","Qld","2010",622
"Heavy buses","Qld","2011",493
"Heavy buses","Qld","2012",579
"Heavy buses","Qld","2013",486
"Heavy buses","Qld","2014",381
"Heavy buses","Qld","2015",339
"Heavy buses","Qld","2016",336
"Heavy buses","Qld","2017",340
"Heavy buses","Qld","2018",352
"Heavy buses","Qld","2019",454
"Heavy buses","Qld","2020",360
"Heavy buses","Qld","2021",342
"Heavy buses","Qld","2022",329
"Heavy buses","Qld","2023",408
"Heavy buses","Qld","2024",565
"Heavy buses","Qld","2025",7
"Heavy buses","Qld","Not stated",0
"Heavy buses","SA","1901",0
"Heavy buses","SA","1902",0
"Heavy buses","SA","1903",0
"Heavy buses","SA","1904",0
"Heavy buses","SA","1905",0
"Heavy buses","SA","1906",0
"Heavy buses","SA","1907",0
"Heavy buses","SA","1908",0
"Heavy buses","SA","1909",0
"Heavy buses","SA","1910",0
"Heavy buses","SA","1911",0
"Heavy buses","SA","1912",0
"Heavy buses","SA","1913",0
"Heavy buses","SA","1914",0
"Heavy buses","SA","1915",0
"Heavy buses","SA","1916",0
"Heavy buses","SA","1917",0
"Heavy buses","SA","1918",0
"Heavy buses","SA","1919",0
"Heavy buses","SA","1920",0
"Heavy buses","SA","1921",0
"Heavy buses","SA","1922",0
"Heavy buses","SA","1923",0
"Heavy buses","SA","1924",0
"Heavy buses","SA","1925",0
"Heavy buses","SA","1926",0
"Heavy buses","SA","1927",0
"Heavy buses","SA","1928",0
"Heavy buses","SA","1929",0
"Heavy buses","SA","1930",0
"Heavy buses","SA","1931",0
"Heavy buses","SA","1932",0
"Heavy buses","SA","1933",0
"Heavy buses","SA","1934",0
"Heavy buses","SA","1935",0
"Heavy buses","SA","1936",0
"Heavy buses","SA","1937",0
"Heavy buses","SA","1938",0
"Heavy buses","SA","1939",0
"Heavy buses","SA","1940",0
"Heavy buses","SA","1941",0
"Heavy buses","SA","1942",0
"Heavy buses","SA","1943",0
"Heavy buses","SA","1944",0
"Heavy buses","SA","1945",0
"Heavy buses","SA","1946",0
"Heavy buses","SA","1947",0
"Heavy buses","SA","1948",0
"Heavy buses","SA","1949",0
"Heavy buses","SA","1950",0
"Heavy buses","SA","1951",0
"Heavy buses","SA","1952",0
"Heavy buses","SA","1953",0
"Heavy buses","SA","1954",0
"Heavy buses","SA","1955",0
"Heavy buses","SA","1956",0
"Heavy buses","SA","1957",0
"Heavy buses","SA","1958",0
"Heavy buses","SA","1959",0
"Heavy buses","SA","1960",0
"Heavy buses","SA","1961",0
"Heavy buses","SA","1962",0
"Heavy buses","SA","1963",0
"Heavy buses","SA","1964",0
"Heavy buses","SA","1965",3
"Heavy buses","SA","1966",0
"Heavy buses","SA","1967",0
"Heavy buses","SA","1968",0
"Heavy buses","SA","1969",0
"Heavy buses","SA","1970",0
"Heavy buses","SA","1971",0
"Heavy buses","SA","1972",0
"Heavy buses","SA","1973",3
"Heavy buses","SA","1974",3
"Heavy buses","SA","1975",0
"Heavy buses","SA","1976",3
"Heavy buses","SA","1977",4
"Heavy buses","SA","1978",3
"Heavy buses","SA","1979",0
"Heavy buses","SA","1980",9
"Heavy buses","SA","1981",11
"Heavy buses","SA","1982",16
"Heavy buses","SA","1983",11
"Heavy buses","SA","1984",19
"Heavy buses","SA","1985",20
"Heavy buses","SA","1986",24
"Heavy buses","SA","1987",21
"Heavy buses","SA","1988",37
"Heavy buses","SA","1989",31
"Heavy buses","SA","1990",18
"Heavy buses","SA","1991",18
"Heavy buses","SA","1992",12
"Heavy buses","SA","1993",9
"Heavy buses","SA","1994",16
"Heavy buses","SA","1995",18
"Heavy buses","SA","1996",18
"Heavy buses","SA","1997",22
"Heavy buses","SA","1998",24
"Heavy buses","SA","1999",26
"Heavy buses","SA","2000",61
"Heavy buses","SA","2001",70
"Heavy buses","SA","2002",115
"Heavy buses","SA","2003",78
"Heavy buses","SA","2004",63
"Heavy buses","SA","2005",77
"Heavy buses","SA","2006",97
"Heavy buses","SA","2007",103
"Heavy buses","SA","2008",127
"Heavy buses","SA","2009",128
"Heavy buses","SA","2010",167
"Heavy buses","SA","2011",201
"Heavy buses","SA","2012",242
"Heavy buses","SA","2013",144
"Heavy buses","SA","2014",123
"Heavy buses","SA","2015",106
"Heavy buses","SA","2016",107
"Heavy buses","SA","2017",109
"Heavy buses","SA","2018",96
"Heavy buses","SA","2019",119
"Heavy buses","SA","2020",122
"Heavy buses","SA","2021",91
"Heavy buses","SA","2022",109
"Heavy buses","SA","2023",115
"Heavy buses","SA","2024",129
"Heavy buses","SA","2025",0
"Heavy buses","SA","Not stated",0
"Heavy buses","WA","1901",0
"Heavy buses","WA","1902",0
"Heavy buses","WA","1903",0
"Heavy buses","WA","1904",0
"Heavy buses","WA","1905",0
"Heavy buses","WA","1906",0
"Heavy buses","WA","1907",0
"Heavy buses","WA","1908",0
"Heavy buses","WA","1909",0
"Heavy buses","WA","1910",0
"Heavy buses","WA","1911",0
"Heavy buses","WA","1912",0
"Heavy buses","WA","1913",0
"Heavy buses","WA","1914",0
"Heavy buses","WA","1915",0
"Heavy buses","WA","1916",0
"Heavy buses","WA","1917",0
"Heavy buses","WA","1918",0
"Heavy buses","WA","1919",0
"Heavy buses","WA","1920",0
"Heavy buses","WA","1921",3
"Heavy buses","WA","1922",0
"Heavy buses","WA","1923",0
"Heavy buses","WA","1924",0
"Heavy buses","WA","1925",0
"Heavy buses","WA","1926",0
"Heavy buses","WA","1927",3
"Heavy buses","WA","1928",0
"Heavy buses","WA","1929",0
"Heavy buses","WA","1930",0
"Heavy buses","WA","1931",0
"Heavy buses","WA","1932",0
"Heavy buses","WA","1933",3
"Heavy buses","WA","1934",0
"Heavy buses","WA","1935",0
"Heavy buses","WA","1936",0
"Heavy buses","WA","1937",0
"Heavy buses","WA","1938",3
"Heavy buses","WA","1939",0
"Heavy buses","WA","1940",0
"Heavy buses","WA","1941",0
"Heavy buses","WA","1942",0
"Heavy buses","WA","1943",3
"Heavy buses","WA","1944",0
"Heavy buses","WA","1945",0
"Heavy buses","WA","1946",0
"Heavy buses","WA","1947",0
"Heavy buses","WA","1948",0
"Heavy buses","WA","1949",3
"Heavy buses","WA","1950",0
"Heavy buses","WA","1951",3
"Heavy buses","WA","1952",3
"Heavy buses","WA","1953",0
"Heavy buses","WA","1954",0
"Heavy buses","WA","1955",0
"Heavy buses","WA","1956",0
"Heavy buses","WA","1957",0
"Heavy buses","WA","1958",0
"Heavy buses","WA","1959",0
"Heavy buses","WA","1960",0
"Heavy buses","WA","1961",0
"Heavy buses","WA","1962",0
"Heavy buses","WA","1963",0
"Heavy buses","WA","1964",0
"Heavy buses","WA","1965",3
"Heavy buses","WA","1966",0
"Heavy buses","WA","1967",3
"Heavy buses","WA","1968",0
"Heavy buses","WA","1969",0
"Heavy buses","WA","1970",3
"Heavy buses","WA","1971",3
"Heavy buses","WA","1972",3
"Heavy buses","WA","1973",3
"Heavy buses","WA","1974",5
"Heavy buses","WA","1975",3
"Heavy buses","WA","1976",6
"Heavy buses","WA","1977",7
"Heavy buses","WA","1978",6
"Heavy buses","WA","1979",3
"Heavy buses","WA","1980",9
"Heavy buses","WA","1981",4
"Heavy buses","WA","1982",10
"Heavy buses","WA","1983",17
"Heavy buses","WA","1984",22
"Heavy buses","WA","1985",22
"Heavy buses","WA","1986",38
"Heavy buses","WA","1987",29
"Heavy buses","WA","1988",36
"Heavy buses","WA","1989",43
"Heavy buses","WA","1990",25
"Heavy buses","WA","1991",36
"Heavy buses","WA","1992",30
"Heavy buses","WA","1993",31
"Heavy buses","WA","1994",37
"Heavy buses","WA","1995",39
"Heavy buses","WA","1996",42
"Heavy buses","WA","1997",39
"Heavy buses","WA","1998",40
"Heavy buses","WA","1999",62
"Heavy buses","WA","2000",111
"Heavy buses","WA","2001",126
"Heavy buses","WA","2002",76
"Heavy buses","WA","2003",53
"Heavy buses","WA","2004",71
"Heavy buses","WA","2005",69
"Heavy buses","WA","2006",107
"Heavy buses","WA","2007",199
"Heavy buses","WA","2008",288
"Heavy buses","WA","2009",295
"Heavy buses","WA","2010",271
"Heavy buses","WA","2011",338
"Heavy buses","WA","2012",401
"Heavy buses","WA","2013",292
"Heavy buses","WA","2014",299
"Heavy buses","WA","2015",376
"Heavy buses","WA","2016",307
"Heavy buses","WA","2017",233
"Heavy buses","WA","2018",316
"Heavy buses","WA","2019",352
"Heavy buses","WA","2020",361
"Heavy buses","WA","2021",390
"Heavy buses","WA","2022",407
"Heavy buses","WA","2023",419
"Heavy buses","WA","2024",437
"Heavy buses","WA","2025",29
"Heavy buses","WA","Not stated",0
"Heavy buses","Tas","1901",0
"Heavy buses","Tas","1902",0
"Heavy buses","Tas","1903",0
"Heavy buses","Tas","1904",0
"Heavy buses","Tas","1905",0
"Heavy buses","Tas","1906",0
"Heavy buses","Tas","1907",0
"Heavy buses","Tas","1908",0
"Heavy buses","Tas","1909",0
"Heavy buses","Tas","1910",0
"Heavy buses","Tas","1911",0
"Heavy buses","Tas","1912",0
"Heavy buses","Tas","1913",0
"Heavy buses","Tas","1914",0
"Heavy buses","Tas","1915",0
"Heavy buses","Tas","1916",0
"Heavy buses","Tas","1917",0
"Heavy buses","Tas","1918",0
"Heavy buses","Tas","1919",0
"Heavy buses","Tas","1920",0
"Heavy buses","Tas","1921",0
"Heavy buses","Tas","1922",0
"Heavy buses","Tas","1923",0
"Heavy buses","Tas","1924",0
"Heavy buses","Tas","1925",0
"Heavy buses","Tas","1926",0
"Heavy buses","Tas","1927",0
"Heavy buses","Tas","1928",0
"Heavy buses","Tas","1929",0
"Heavy buses","Tas","1930",0
"Heavy buses","Tas","1931",0
"Heavy buses","Tas","1932",0
"Heavy buses","Tas","1933",0
"Heavy buses","Tas","1934",0
"Heavy buses","Tas","1935",0
"Heavy buses","Tas","1936",0
"Heavy buses","Tas","1937",0
"Heavy buses","Tas","1938",0
"Heavy buses","Tas","1939",0
"Heavy buses","Tas","1940",0
"Heavy buses","Tas","1941",0
"Heavy buses","Tas","1942",0
"Heavy buses","Tas","1943",0
"Heavy buses","Tas","1944",0
"Heavy buses","Tas","1945",0
"Heavy buses","Tas","1946",0
"Heavy buses","Tas","1947",0
"Heavy buses","Tas","1948",0
"Heavy buses","Tas","1949",0
"Heavy buses","Tas","1950",0
"Heavy buses","Tas","1951",0
"Heavy buses","Tas","1952",0
"Heavy buses","Tas","1953",0
"Heavy buses","Tas","1954",0
"Heavy buses","Tas","1955",3
"Heavy buses","Tas","1956",0
"Heavy buses","Tas","1957",0
"Heavy buses","Tas","1958",0
"Heavy buses","Tas","1959",3
"Heavy buses","Tas","1960",0
"Heavy buses","Tas","1961",0
"Heavy buses","Tas","1962",0
"Heavy buses","Tas","1963",0
"Heavy buses","Tas","1964",0
"Heavy buses","Tas","1965",0
"Heavy buses","Tas","1966",0
"Heavy buses","Tas","1967",0
"Heavy buses","Tas","1968",3
"Heavy buses","Tas","1969",0
"Heavy buses","Tas","1970",3
"Heavy buses","Tas","1971",0
"Heavy buses","Tas","1972",3
"Heavy buses","Tas","1973",0
"Heavy buses","Tas","1974",0
"Heavy buses","Tas","1975",3
"Heavy buses","Tas","1976",0
"Heavy buses","Tas","1977",0
"Heavy buses","Tas","1978",4
"Heavy buses","Tas","1979",0
"Heavy buses","Tas","1980",3
"Heavy buses","Tas","1981",3
"Heavy buses","Tas","1982",3
"Heavy buses","Tas","1983",3
"Heavy buses","Tas","1984",5
"Heavy buses","Tas","1985",0
"Heavy buses","Tas","1986",11
"Heavy buses","Tas","1987",11
"Heavy buses","Tas","1988",5
"Heavy buses","Tas","1989",10
"Heavy buses","Tas","1990",11
"Heavy buses","Tas","1991",4
"Heavy buses","Tas","1992",14
"Heavy buses","Tas","1993",26
"Heavy buses","Tas","1994",26
"Heavy buses","Tas","1995",23
"Heavy buses","Tas","1996",38
"Heavy buses","Tas","1997",31
"Heavy buses","Tas","1998",42
"Heavy buses","Tas","1999",39
"Heavy buses","Tas","2000",27
"Heavy buses","Tas","2001",31
"Heavy buses","Tas","2002",46
"Heavy buses","Tas","2003",42
"Heavy buses","Tas","2004",32
"Heavy buses","Tas","2005",43
"Heavy buses","Tas","2006",48
"Heavy buses","Tas","2007",77
"Heavy buses","Tas","2008",74
"Heavy buses","Tas","2009",98
"Heavy buses","Tas","2010",97
"Heavy buses","Tas","2011",83
"Heavy buses","Tas","2012",83
"Heavy buses","Tas","2013",52
"Heavy buses","Tas","2014",50
"Heavy buses","Tas","2015",33
"Heavy buses","Tas","2016",26
"Heavy buses","Tas","2017",40
"Heavy buses","Tas","2018",60
"Heavy buses","Tas","2019",73
"Heavy buses","Tas","2020",95
"Heavy buses","Tas","2021",46
"Heavy buses","Tas","2022",32
"Heavy buses","Tas","2023",41
"Heavy buses","Tas","2024",19
"Heavy buses","Tas","2025",0
"Heavy buses","Tas","Not stated",0
"Heavy buses","NT","1901",0
"Heavy buses","NT","1902",0
"Heavy buses","NT","1903",0
"Heavy buses","NT","1904",0
"Heavy buses","NT","1905",0
"Heavy buses","NT","1906",0
"Heavy buses","NT","1907",0
"Heavy buses","NT","1908",0
"Heavy buses","NT","1909",0
"Heavy buses","NT","1910",0
"Heavy buses","NT","1911",0
"Heavy buses","NT","1912",0
"Heavy buses","NT","1913",0
"Heavy buses","NT","1914",0
"Heavy buses","NT","1915",0
"Heavy buses","NT","1916",0
"Heavy buses","NT","1917",0
"Heavy buses","NT","1918",0
"Heavy buses","NT","1919",0
"Heavy buses","NT","1920",0
"Heavy buses","NT","1921",0
"Heavy buses","NT","1922",0
"Heavy buses","NT","1923",0
"Heavy buses","NT","1924",0
"Heavy buses","NT","1925",0
"Heavy buses","NT","1926",0
"Heavy buses","NT","1927",0
"Heavy buses","NT","1928",0
"Heavy buses","NT","1929",0
"Heavy buses","NT","1930",0
"Heavy buses","NT","1931",0
"Heavy buses","NT","1932",0
"Heavy buses","NT","1933",0
"Heavy buses","NT","1934",0
"Heavy buses","NT","1935",0
"Heavy buses","NT","1936",0
"Heavy buses","NT","1937",0
"Heavy buses","NT","1938",0
"Heavy buses","NT","1939",0
"Heavy buses","NT","1940",0
"Heavy buses","NT","1941",0
"Heavy buses","NT","1942",0
"Heavy buses","NT","1943",3
"Heavy buses","NT","1944",0
"Heavy buses","NT","1945",0
"Heavy buses","NT","1946",0
"Heavy buses","NT","1947",0
"Heavy buses","NT","1948",0
"Heavy buses","NT","1949",0
"Heavy buses","NT","1950",0
"Heavy buses","NT","1951",0
"Heavy buses","NT","1952",0
"Heavy buses","NT","1953",0
"Heavy buses","NT","1954",0
"Heavy buses","NT","1955",0
"Heavy buses","NT","1956",0
"Heavy buses","NT","1957",0
"Heavy buses","NT","1958",0
"Heavy buses","NT","1959",0
"Heavy buses","NT","1960",0
"Heavy buses","NT","1961",0
"Heavy buses","NT","1962",0
"Heavy buses","NT","1963",0
"Heavy buses","NT","1964",0
"Heavy buses","NT","1965",0
"Heavy buses","NT","1966",0
"Heavy buses","NT","1967",0
"Heavy buses","NT","1968",0
"Heavy buses","NT","1969",0
"Heavy buses","NT","1970",0
"Heavy buses","NT","1971",0
"Heavy buses","NT","1972",0
"Heavy buses","NT","1973",0
"Heavy buses","NT","1974",0
"Heavy buses","NT","1975",0
"Heavy buses","NT","1976",0
"Heavy buses","NT","1977",0
"Heavy buses","NT","1978",3
"Heavy buses","NT","1979",3
"Heavy buses","NT","1980",3
"Heavy buses","NT","1981",0
"Heavy buses","NT","1982",3
"Heavy buses","NT","1983",3
"Heavy buses","NT","1984",0
"Heavy buses","NT","1985",5
"Heavy buses","NT","1986",0
"Heavy buses","NT","1987",4
"Heavy buses","NT","1988",7
"Heavy buses","NT","1989",0
"Heavy buses","NT","1990",6
"Heavy buses","NT","1991",0
"Heavy buses","NT","1992",4
"Heavy buses","NT","1993",3
"Heavy buses","NT","1994",7
"Heavy buses","NT","1995",7
"Heavy buses","NT","1996",6
"Heavy buses","NT","1997",9
"Heavy buses","NT","1998",8
"Heavy buses","NT","1999",12
"Heavy buses","NT","2000",23
"Heavy buses","NT","2001",10
"Heavy buses","NT","2002",15
"Heavy buses","NT","2003",11
"Heavy buses","NT","2004",19
"Heavy buses","NT","2005",22
"Heavy buses","NT","2006",33
"Heavy buses","NT","2007",70
"Heavy buses","NT","2008",31
"Heavy buses","NT","2009",22
"Heavy buses","NT","2010",55
"Heavy buses","NT","2011",35
"Heavy buses","NT","2012",54
"Heavy buses","NT","2013",82
"Heavy buses","NT","2014",42
"Heavy buses","NT","2015",50
"Heavy buses","NT","2016",33
"Heavy buses","NT","2017",35
"Heavy buses","NT","2018",43
"Heavy buses","NT","2019",45
"Heavy buses","NT","2020",30
"Heavy buses","NT","2021",37
"Heavy buses","NT","2022",54
"Heavy buses","NT","2023",42
"Heavy buses","NT","2024",25
"Heavy buses","NT","2025",0
"Heavy buses","NT","Not stated",0
"Heavy buses","ACT","1901",0
"Heavy buses","ACT","1902",0
"Heavy buses","ACT","1903",0
"Heavy buses","ACT","1904",0
"Heavy buses","ACT","1905",0
"Heavy buses","ACT","1906",0
"Heavy buses","ACT","1907",0
"Heavy buses","ACT","1908",0
"Heavy buses","ACT","1909",0
"Heavy buses","ACT","1910",0
"Heavy buses","ACT","1911",0
"Heavy buses","ACT","1912",0
"Heavy buses","ACT","1913",0
"Heavy buses","ACT","1914",0
"Heavy buses","ACT","1915",0
"Heavy buses","ACT","1916",0
"Heavy buses","ACT","1917",0
"Heavy buses","ACT","1918",0
"Heavy buses","ACT","1919",0
"Heavy buses","ACT","1920",0
"Heavy buses","ACT","1921",0
"Heavy buses","ACT","1922",0
"Heavy buses","ACT","1923",0
"Heavy buses","ACT","1924",0
"Heavy buses","ACT","1925",0
"Heavy buses","ACT","1926",0
"Heavy buses","ACT","1927",0
"Heavy buses","ACT","1928",0
"Heavy buses","ACT","1929",0
"Heavy buses","ACT","1930",0
"Heavy buses","ACT","1931",0
"Heavy buses","ACT","1932",0
"Heavy buses","ACT","1933",0
"Heavy buses","ACT","1934",0
"Heavy buses","ACT","1935",0
"Heavy buses","ACT","1936",0
"Heavy buses","ACT","1937",0
"Heavy buses","ACT","1938",0
"Heavy buses","ACT","1939",0
"Heavy buses","ACT","1940",0
"Heavy buses","ACT","1941",0
"Heavy buses","ACT","1942",0
"Heavy buses","ACT","1943",0
"Heavy buses","ACT","1944",0
"Heavy buses","ACT","1945",0
"Heavy buses","ACT","1946",0
"Heavy buses","ACT","1947",0
"Heavy buses","ACT","1948",0
"Heavy buses","ACT","1949",0
"Heavy buses","ACT","1950",0
"Heavy buses","ACT","1951",0
"Heavy buses","ACT","1952",0
"Heavy buses","ACT","1953",0
"Heavy buses","ACT","1954",0
"Heavy buses","ACT","1955",0
"Heavy buses","ACT","1956",3
"Heavy buses","ACT","1957",0
"Heavy buses","ACT","1958",0
"Heavy buses","ACT","1959",0
"Heavy buses","ACT","1960",0
"Heavy buses","ACT","1961",0
"Heavy buses","ACT","1962",0
"Heavy buses","ACT","1963",0
"Heavy buses","ACT","1964",0
"Heavy buses","ACT","1965",0
"Heavy buses","ACT","1966",0
"Heavy buses","ACT","1967",0
"Heavy buses","ACT","1968",3
"Heavy buses","ACT","1969",0
"Heavy buses","ACT","1970",0
"Heavy buses","ACT","1971",0
"Heavy buses","ACT","1972",0
"Heavy buses","ACT","1973",0
"Heavy buses","ACT","1974",0
"Heavy buses","ACT","1975",0
"Heavy buses","ACT","1976",0
"Heavy buses","ACT","1977",0
"Heavy buses","ACT","1978",0
"Heavy buses","ACT","1979",0
"Heavy buses","ACT","1980",0
"Heavy buses","ACT","1981",0
"Heavy buses","ACT","1982",0
"Heavy buses","ACT","1983",0
"Heavy buses","ACT","1984",0
"Heavy buses","ACT","1985",0
"Heavy buses","ACT","1986",0
"Heavy buses","ACT","1987",0
"Heavy buses","ACT","1988",0
"Heavy buses","ACT","1989",0
"Heavy buses","ACT","1990",0
"Heavy buses","ACT","1991",0
"Heavy buses","ACT","1992",4
"Heavy buses","ACT","1993",3
"Heavy buses","ACT","1994",3
"Heavy buses","ACT","1995",0
"Heavy buses","ACT","1996",0
"Heavy buses","ACT","1997",0
"Heavy buses","ACT","1998",3
"Heavy buses","ACT","1999",0
"Heavy buses","ACT","2000",7
"Heavy buses","ACT","2001",3
"Heavy buses","ACT","2002",13
"Heavy buses","ACT","2003",6
"Heavy buses","ACT","2004",21
"Heavy buses","ACT","2005",17
"Heavy buses","ACT","2006",17
"Heavy buses","ACT","2007",6
"Heavy buses","ACT","2008",22
"Heavy buses","ACT","2009",17
"Heavy buses","ACT","2010",58
"Heavy buses","ACT","2011",39
"Heavy buses","ACT","2012",33
"Heavy buses","ACT","2013",22
"Heavy buses","ACT","2014",30
"Heavy buses","ACT","2015",35
"Heavy buses","ACT","2016",38
"Heavy buses","ACT","2017",36
"Heavy buses","ACT","2018",48
"Heavy buses","ACT","2019",32
"Heavy buses","ACT","2020",35
"Heavy buses","ACT","2021",8
"Heavy buses","ACT","2022",6
"Heavy buses","ACT","2023",29
"Heavy buses","ACT","2024",32
"Heavy buses","ACT","2025",3
"Heavy buses","ACT","Not stated",0
"Motorcycles","NSW","1901",0
"Motorcycles","NSW","1902",0
"Motorcycles","NSW","1903",0
"Motorcycles","NSW","1904",0
"Motorcycles","NSW","1905",0
"Motorcycles","NSW","1906",0
"Motorcycles","NSW","1907",0
"Motorcycles","NSW","1908",0
"Motorcycles","NSW","1909",0
"Motorcycles","NSW","1910",0
"Motorcycles","NSW","1911",0
"Motorcycles","NSW","1912",0
"Motorcycles","NSW","1913",0
"Motorcycles","NSW","1914",0
"Motorcycles","NSW","1915",0
"Motorcycles","NSW","1916",0
"Motorcycles","NSW","1917",0
"Motorcycles","NSW","1918",0
"Motorcycles","NSW","1919",0
"Motorcycles","NSW","1920",0
"Motorcycles","NSW","1921",0
"Motorcycles","NSW","1922",0
"Motorcycles","NSW","1923",0
"Motorcycles","NSW","1924",0
"Motorcycles","NSW","1925",0
"Motorcycles","NSW","1926",0
"Motorcycles","NSW","1927",0
"Motorcycles","NSW","1928",0
"Motorcycles","NSW","1929",0
"Motorcycles","NSW","1930",0
"Motorcycles","NSW","1931",0
"Motorcycles","NSW","1932",0
"Motorcycles","NSW","1933",0
"Motorcycles","NSW","1934",0
"Motorcycles","NSW","1935",0
"Motorcycles","NSW","1936",3
"Motorcycles","NSW","1937",3
"Motorcycles","NSW","1938",0
"Motorcycles","NSW","1939",0
"Motorcycles","NSW","1940",0
"Motorcycles","NSW","1941",4
"Motorcycles","NSW","1942",27
"Motorcycles","NSW","1943",0
"Motorcycles","NSW","1944",0
"Motorcycles","NSW","1945",0
"Motorcycles","NSW","1946",7
"Motorcycles","NSW","1947",7
"Motorcycles","NSW","1948",7
"Motorcycles","NSW","1949",9
"Motorcycles","NSW","1950",11
"Motorcycles","NSW","1951",10
"Motorcycles","NSW","1952",7
"Motorcycles","NSW","1953",11
"Motorcycles","NSW","1954",16
"Motorcycles","NSW","1955",12
"Motorcycles","NSW","1956",13
"Motorcycles","NSW","1957",17
"Motorcycles","NSW","1958",7
"Motorcycles","NSW","1959",16
"Motorcycles","NSW","1960",14
"Motorcycles","NSW","1961",24
"Motorcycles","NSW","1962",27
"Motorcycles","NSW","1963",46
"Motorcycles","NSW","1964",36
"Motorcycles","NSW","1965",50
"Motorcycles","NSW","1966",53
"Motorcycles","NSW","1967",58
"Motorcycles","NSW","1968",66
"Motorcycles","NSW","1969",77
"Motorcycles","NSW","1970",83
"Motorcycles","NSW","1971",93
"Motorcycles","NSW","1972",165
"Motorcycles","NSW","1973",130
"Motorcycles","NSW","1974",150
"Motorcycles","NSW","1975",157
"Motorcycles","NSW","1976",163
"Motorcycles","NSW","1977",143
"Motorcycles","NSW","1978",184
"Motorcycles","NSW","1979",170
"Motorcycles","NSW","1980",337
"Motorcycles","NSW","1981",364
"Motorcycles","NSW","1982",301
"Motorcycles","NSW","1983",209
"Motorcycles","NSW","1984",277
"Motorcycles","NSW","1985",371
"Motorcycles","NSW","1986",279
"Motorcycles","NSW","1987",270
"Motorcycles","NSW","1988",403
"Motorcycles","NSW","1989",296
"Motorcycles","NSW","1990",376
"Motorcycles","NSW","1991",443
"Motorcycles","NSW","1992",453
"Motorcycles","NSW","1993",583
"Motorcycles","NSW","1994",864
"Motorcycles","NSW","1995",1464
"Motorcycles","NSW","1996",1544
"Motorcycles","NSW","1997",1794
"Motorcycles","NSW","1998",2270
"Motorcycles","NSW","1999",2534
"Motorcycles","NSW","2000",2605
"Motorcycles","NSW","2001",3032
"Motorcycles","NSW","2002",3445
"Motorcycles","NSW","2003",4029
"Motorcycles","NSW","2004",4528
"Motorcycles","NSW","2005",5951
"Motorcycles","NSW","2006",7791
"Motorcycles","NSW","2007",9352
"Motorcycles","NSW","2008",10413
"Motorcycles","NSW","2009",8456
"Motorcycles","NSW","2010",9080
"Motorcycles","NSW","2011",8999
"Motorcycles","NSW","2012",10897
"Motorcycles","NSW","2013",11661
"Motorcycles","NSW","2014",12382
"Motorcycles","NSW","2015",13718
"Motorcycles","NSW","2016",15760
"Motorcycles","NSW","2017",14803
"Motorcycles","NSW","2018",14287
"Motorcycles","NSW","2019",14945
"Motorcycles","NSW","2020",15244
"Motorcycles","NSW","2021",23335
"Motorcycles","NSW","2022",18469
"Motorcycles","NSW","2023",19424
"Motorcycles","NSW","2024",9246
"Motorcycles","NSW","2025",0
"Motorcycles","NSW","Not stated",4
"Motorcycles","Vic","1901",20
"Motorcycles","Vic","1902",0
"Motorcycles","Vic","1903",0
"Motorcycles","Vic","1904",0
"Motorcycles","Vic","1905",0
"Motorcycles","Vic","1906",0
"Motorcycles","Vic","1907",0
"Motorcycles","Vic","1908",0
"Motorcycles","Vic","1909",0
"Motorcycles","Vic","1910",0
"Motorcycles","Vic","1911",0
"Motorcycles","Vic","1912",0
"Motorcycles","Vic","1913",0
"Motorcycles","Vic","1914",0
"Motorcycles","Vic","1915",0
"Motorcycles","Vic","1916",0
"Motorcycles","Vic","1917",0
"Motorcycles","Vic","1918",0
"Motorcycles","Vic","1919",0
"Motorcycles","Vic","1920",0
"Motorcycles","Vic","1921",0
"Motorcycles","Vic","1922",0
"Motorcycles","Vic","1923",0
"Motorcycles","Vic","1924",0
"Motorcycles","Vic","1925",3
"Motorcycles","Vic","1926",0
"Motorcycles","Vic","1927",3
"Motorcycles","Vic","1928",3
"Motorcycles","Vic","1929",0
"Motorcycles","Vic","1930",3
"Motorcycles","Vic","1931",3
"Motorcycles","Vic","1932",0
"Motorcycles","Vic","1933",0
"Motorcycles","Vic","1934",0
"Motorcycles","Vic","1935",0
"Motorcycles","Vic","1936",3
"Motorcycles","Vic","1937",0
"Motorcycles","Vic","1938",3
"Motorcycles","Vic","1939",7
"Motorcycles","Vic","1940",0
"Motorcycles","Vic","1941",0
"Motorcycles","Vic","1942",19
"Motorcycles","Vic","1943",0
"Motorcycles","Vic","1944",4
"Motorcycles","Vic","1945",0
"Motorcycles","Vic","1946",0
"Motorcycles","Vic","1947",10
"Motorcycles","Vic","1948",14
"Motorcycles","Vic","1949",12
"Motorcycles","Vic","1950",11
"Motorcycles","Vic","1951",19
"Motorcycles","Vic","1952",12
"Motorcycles","Vic","1953",10
"Motorcycles","Vic","1954",15
"Motorcycles","Vic","1955",14
"Motorcycles","Vic","1956",7
"Motorcycles","Vic","1957",18
